3, 10, 0.0778 
3, 100, 0.332 
3, 250, 0.4783 
3, 500, 0.528 
4, 10, 0.0648 
4, 100, 0.4555 
4, 250, 0.6244 
4, 500, 0.6895 
5, 10, 0.0132 
5, 100, 0.0604 
3, 500, 0.5436 
3, 750, 0.567 
3, 1000, 0.5665 
4, 500, 0.6673 
4, 750, 0.7037 
4, 1000, 0.7038 
